Category,Message,Sent_Date,Sent_Time,Source_IP,Source_Location
ham,Wife.how she knew the time of murder exactly,2025-08-17,05:27:39,203.0.113.135,"('Malaysia', 'Selangor')"
ham,Why do you ask princess?,2025-09-04,04:57:01,10.0.251.53,"('Malaysia', 'Kuala Lumpur')"
ham,I am great princess! What are you thinking about me? :),2025-08-26,05:02:53,203.0.113.23,"('Malaysia', 'Kuala Lumpur')"
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,2025-08-28,02:54:58,192.168.109.215,"('Thailand', 'Bangkok')"
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,2025-07-01,01:56:14,124.13.29.122,"('Malaysia', 'Selangor')"
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,2025-08-04,00:22:24,192.168.151.184,"('Hong Kong', 'Hong Kong')"
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",2025-07-02,02:43:50,203.0.113.196,"('Singapore', 'Central')"
ham,Hope you are having a good week. Just checking in,2025-08-16,04:22:01,37.120.210.218,"('Indonesia', 'DKI Jakarta')"
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",2025-08-02,03:18:58,172.16.82.141,"('Indonesia', 'DKI Jakarta')"
ham,"Thursday night? Yeah, sure thing, we'll work it out then",2025-07-22,02:39:13,10.0.35.83,"('Malaysia', 'Kuala Lumpur')"
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",2025-09-19,16:00:35,37.120.114.132,"('United States', 'Virginia')"
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,2025-09-21,03:01:07,192.168.185.117,"('Malaysia', 'Selangor')"
ham,How is it possible to teach you. And where.,2025-09-27,02:42:42,203.0.113.26,"('Netherlands', 'North Holland')"
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",2025-07-22,02:59:53,185.220.100.63,"('Singapore', 'Central')"
ham,Lovely smell on this bus and it ain't tobacco...,2025-07-18,03:47:30,172.16.8.179,"('United States', 'Virginia')"
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",2025-07-24,00:22:13,203.0.113.21,"('Thailand', 'Bangkok')"
ham,Hey what's up charles sorry about the late reply.,2025-07-15,05:49:15,192.168.68.89,"('Thailand', 'Bangkok')"
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",2025-07-25,12:35:30,198.51.100.165,"('Netherlands', 'North Holland')"
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,2025-08-28,02:44:16,198.51.100.54,"('Thailand', 'Bangkok')"
ham,WHITE FUDGE OREOS ARE IN STORES,2025-09-14,03:14:16,203.0.113.164,"('Malaysia', 'Kuala Lumpur')"
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",2025-08-08,18:46:11,45.67.46.202,"('Netherlands', 'North Holland')"
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,2025-09-13,05:39:37,172.16.128.205,"('Malaysia', 'Kuala Lumpur')"
ham,I am sorry it hurt you.,2025-07-03,02:57:24,124.13.246.214,"('Malaysia', 'Kuala Lumpur')"
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,2025-07-25,00:29:31,172.16.75.72,"('Hong Kong', 'Hong Kong')"
ham,Ok lor but not too early. Me still having project meeting now.,2025-08-28,03:30:50,124.13.21.81,"('Singapore', 'Central')"
ham,"Call me da, i am waiting for your call.",2025-08-20,00:26:03,124.13.102.14,"('Thailand', 'Bangkok')"
ham,I could ask carlos if we could get more if anybody else can chip in,2025-09-05,04:14:52,124.13.79.84,"('Hong Kong', 'Hong Kong')"
ham,Was actually about to send you a reminder today. Have a wonderful weekend,2025-08-16,02:13:29,124.13.101.44,"('Indonesia', 'DKI Jakarta')"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",2025-08-03,02:27:27,203.0.113.85,"('Malaysia', 'Kuala Lumpur')"
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,2025-08-10,03:37:07,192.168.158.237,"('Singapore', 'Central')"
ham,Dont talk to him ever ok its my word.,2025-09-29,02:15:23,203.0.113.191,"('Indonesia', 'DKI Jakarta')"
ham,When u wana see it then,2025-08-23,04:37:29,203.0.113.137,"('Malaysia', 'Kuala Lumpur')"
ham,On ma way to school. Can you pls send me ashley's number,2025-07-09,01:35:22,10.0.186.91,"('Singapore', 'Central')"
ham,It shall be fine. I have avalarr now. Will hollalater,2025-09-01,05:41:39,45.67.241.0,"('Germany', 'Hesse')"
ham,She went to attend another two rounds today..but still did't reach home..,2025-09-16,00:31:46,203.0.113.84,"('Thailand', 'Bangkok')"
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,2025-09-24,03:52:07,10.0.7.24,"('Indonesia', 'DKI Jakarta')"
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",2025-09-14,05:07:00,124.13.245.235,"('Indonesia', 'DKI Jakarta')"
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,2025-08-11,00:57:24,172.16.249.67,"('Malaysia', 'Selangor')"
ham,K:)i will give my kvb acc details:),2025-09-14,00:20:07,124.13.90.198,"('Thailand', 'Bangkok')"
ham,Oh all have to come ah?,2025-08-07,02:59:03,203.0.113.152,"('Malaysia', 'Kuala Lumpur')"
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,2025-07-12,18:22:12,198.51.100.205,"('Germany', 'Hesse')"
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),2025-07-28,01:17:38,203.0.113.127,"('Thailand', 'Bangkok')"
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,2025-07-21,00:28:24,185.220.100.24,"('Thailand', 'Bangkok')"
ham,So do you have samus shoulders yet,2025-08-12,05:21:48,10.0.87.215,"('Singapore', 'Central')"
ham,What time you think you'll have it? Need to know when I should be near campus,2025-09-09,03:50:14,172.16.9.79,"('Thailand', 'Bangkok')"
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",2025-07-20,16:22:45,198.51.100.134,"('Netherlands', 'North Holland')"
ham,Then dun wear jeans lor...,2025-08-09,03:55:03,203.0.113.35,"('Malaysia', 'Kuala Lumpur')"
ham,"Since when, which side, any fever, any vomitin.",2025-09-17,05:58:25,172.16.108.86,"('Indonesia', 'DKI Jakarta')"
ham,K:)k.are you in college?,2025-09-03,03:48:25,124.13.189.226,"('Thailand', 'Bangkok')"
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",2025-07-01,15:40:05,185.220.100.97,"('Netherlands', 'North Holland')"
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,2025-08-15,01:25:59,10.0.24.13,"('Thailand', 'Bangkok')"
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),2025-07-13,00:33:28,10.0.162.188,"('Malaysia', 'Kuala Lumpur')"
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,2025-07-07,03:50:26,172.16.128.19,"('Malaysia', 'Selangor')"
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),2025-08-15,11:58:28,198.51.100.115,"('Netherlands', 'North Holland')"
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,2025-09-26,03:41:18,124.13.129.11,"('Thailand', 'Bangkok')"
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",2025-08-28,00:00:28,192.168.112.6,"('Thailand', 'Bangkok')"
ham,I cant wait to see you! How were the photos were useful? :),2025-08-27,01:42:57,203.0.113.20,"('Singapore', 'Central')"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,2025-07-20,14:06:42,45.67.136.151,"('Germany', 'Hesse')"
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging,2025-09-05,03:08:35,10.0.214.4,"('Malaysia', 'Kuala Lumpur')"
ham,Chk in ur belovd ms dict,2025-08-21,05:47:09,192.168.84.49,"('Malaysia', 'Kuala Lumpur')"
ham,Is that what time you want me to come?,2025-08-30,00:04:35,37.120.166.145,"('Indonesia', 'DKI Jakarta')"
ham,"Awesome, lemme know whenever you're around",2025-09-30,05:09:19,172.16.208.175,"('Singapore', 'Central')"
ham,Shb b ok lor... Thanx...,2025-09-09,03:20:35,192.168.20.253,"('Indonesia', 'DKI Jakarta')"
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",2025-09-09,01:48:40,192.168.79.46,"('Thailand', 'Bangkok')"
ham,Also remember to get dobby's bowl from your car,2025-07-17,05:12:17,10.0.238.250,"('Thailand', 'Bangkok')"
spam,Filthy stories and GIRLS waiting for your,2025-08-21,17:02:08,37.120.130.202,"('Germany', 'Hesse')"
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,2025-09-15,02:47:56,192.168.38.13,"('Thailand', 'Bangkok')"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",2025-09-13,01:47:30,192.168.253.171,"('Malaysia', 'Kuala Lumpur')"
ham,Welp apparently he retired,2025-09-11,04:36:48,172.16.85.230,"('Thailand', 'Bangkok')"
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,2025-09-16,04:18:34,172.16.43.191,"('Thailand', 'Bangkok')"
ham,Where @,2025-08-13,00:01:33,124.13.17.226,"('Indonesia', 'DKI Jakarta')"
ham,U sure u can't take any sick time?,2025-08-15,02:10:59,192.168.14.23,"('Singapore', 'Central')"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,2025-08-01,12:45:10,45.67.225.7,"('Germany', 'Hesse')"
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",2025-08-29,00:52:57,203.0.113.179,"('Indonesia', 'DKI Jakarta')"
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,2025-09-01,01:00:39,10.0.175.118,"('Indonesia', 'DKI Jakarta')"
ham,Are you this much buzy,2025-07-14,04:40:21,124.13.95.148,"('Malaysia', 'Selangor')"
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,2025-09-13,05:57:48,124.13.32.33,"('Indonesia', 'DKI Jakarta')"
ham,I am not sure about night menu. . . I know only about noon menu,2025-08-08,04:00:50,172.16.194.86,"('Malaysia', 'Selangor')"
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,2025-08-23,01:45:30,192.168.231.63,"('Romania', 'Bucharest')"
ham,Are you willing to go for aptitude class.,2025-07-03,04:59:04,203.0.113.30,"('Thailand', 'Bangkok')"
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",2025-08-22,02:23:51,10.0.239.141,"('Thailand', 'Bangkok')"
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",2025-07-12,01:07:46,124.13.33.131,"('Malaysia', 'Selangor')"
ham,"Haha awesome, omw back now then",2025-07-20,01:17:51,10.0.45.121,"('Thailand', 'Bangkok')"
ham,Yup i thk so until e shop closes lor.,2025-07-15,04:28:07,203.0.113.88,"('Thailand', 'Bangkok')"
ham,what is your account number?,2025-07-22,02:24:09,192.168.73.135,"('Malaysia', 'Kuala Lumpur')"
ham,Eh u send wrongly lar...,2025-09-15,04:10:46,203.0.113.147,"('Indonesia', 'DKI Jakarta')"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya,2025-07-17,01:54:57,172.16.121.7,"('Indonesia', 'DKI Jakarta')"
ham,Ok i shall talk to him,2025-08-28,02:22:35,192.168.78.60,"('Singapore', 'Central')"
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,2025-09-29,05:46:33,192.168.133.113,"('United States', 'Virginia')"
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,2025-07-03,03:21:30,192.168.69.43,"('Indonesia', 'DKI Jakarta')"
ham,Another month. I need chocolate weed and alcohol.,2025-09-14,01:25:59,192.168.3.31,"('Indonesia', 'DKI Jakarta')"
ham,If he started searching he will get job in few days.he have great potential and talent.,2025-07-02,00:45:58,185.220.100.85,"('Thailand', 'Bangkok')"
ham,Reckon need to be in town by eightish to walk from * carpark.,2025-08-27,00:00:16,10.0.96.236,"('Malaysia', 'Selangor')"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",2025-09-25,16:10:49,45.67.157.131,"('Netherlands', 'North Holland')"
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,2025-07-01,00:43:57,10.0.104.196,"('Malaysia', 'Kuala Lumpur')"
ham,Yo guess what I just dropped,2025-08-27,03:48:50,172.16.139.25,"('Malaysia', 'Selangor')"
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,2025-07-22,04:48:44,172.16.155.217,"('Thailand', 'Bangkok')"
ham,I'm in office now . I will call you  &lt;#&gt;  min:),2025-08-11,04:17:13,124.13.199.107,"('Singapore', 'Central')"
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",2025-08-28,00:00:19,192.168.67.156,"('Thailand', 'Bangkok')"
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",2025-09-27,04:28:36,192.168.54.98,"('Thailand', 'Bangkok')"
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,2025-09-26,02:16:58,192.168.46.107,"('Indonesia', 'DKI Jakarta')"
ham,26th OF JULY,2025-07-14,01:39:36,192.168.112.129,"('Malaysia', 'Selangor')"
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,2025-08-13,03:41:42,10.0.227.121,"('Singapore', 'Central')"
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,2025-08-23,03:35:47,172.16.2.42,"('Singapore', 'Central')"
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,2025-07-23,03:34:29,172.16.227.17,"('Malaysia', 'Selangor')"
ham,"I can't, I don't have her number!",2025-09-29,05:24:24,172.16.37.68,"('Malaysia', 'Selangor')"
ham,Change again... It's e one next to escalator...,2025-09-20,00:20:40,10.0.247.10,"('Malaysia', 'Selangor')"
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,2025-07-02,04:35:01,124.13.82.20,"('Singapore', 'Central')"
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,2025-07-18,04:29:14,10.0.234.132,"('Malaysia', 'Selangor')"
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,2025-08-13,01:26:25,203.0.113.237,"('Malaysia', 'Selangor')"
ham,"Aight will do, thanks again for comin out",2025-08-17,00:15:15,172.16.126.107,"('Thailand', 'Bangkok')"
ham,No..but heard abt tat..,2025-08-16,04:01:18,172.16.61.84,"('Thailand', 'Bangkok')"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,2025-07-10,11:39:51,37.120.91.112,"('Germany', 'Hesse')"
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,2025-07-11,00:14:09,124.13.243.209,"('Malaysia', 'Kuala Lumpur')"
ham,&lt;#&gt;  am I think? Should say on syllabus,2025-08-20,02:12:38,172.16.210.196,"('Malaysia', 'Selangor')"
ham,Umma. Did she say anything,2025-08-11,05:48:29,172.16.120.174,"('Malaysia', 'Selangor')"
ham,Give me a sec to think think about it,2025-09-13,03:22:10,124.13.233.113,"('Thailand', 'Bangkok')"
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,2025-07-22,17:05:47,185.220.100.76,"('Germany', 'Hesse')"
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,2025-07-30,00:03:01,192.168.104.5,"('Malaysia', 'Kuala Lumpur')"
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",2025-08-04,02:42:34,124.13.13.114,"('United States', 'Virginia')"
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",2025-09-15,03:36:28,172.16.129.41,"('Indonesia', 'DKI Jakarta')"
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,2025-07-25,00:55:54,10.0.103.58,"('Singapore', 'Central')"
ham,"I just got home babe, are you still awake ?",2025-08-08,00:04:38,203.0.113.59,"('Malaysia', 'Kuala Lumpur')"
ham,I dunno they close oredi not... Ü v ma fan...,2025-08-14,05:52:45,185.220.100.113,"('Malaysia', 'Kuala Lumpur')"
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,2025-09-14,03:12:11,172.16.22.40,"('Singapore', 'Central')"
ham,"Ya, told..she was asking wats matter?",2025-09-05,02:01:15,192.168.48.103,"('Malaysia', 'Kuala Lumpur')"
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",2025-09-22,02:55:27,5.188.152.67,"('United States', 'Virginia')"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,2025-07-14,10:27:26,198.51.100.126,"('Romania', 'Bucharest')"
ham,Shall i send that exe to your mail id.,2025-07-08,05:08:49,172.16.37.5,"('Malaysia', 'Selangor')"
ham,Nope watching tv at home... Not going out. V bored...,2025-08-18,04:56:55,124.13.119.25,"('Malaysia', 'Kuala Lumpur')"
ham,Don know..wait i will check it.,2025-08-26,02:20:05,172.16.142.113,"('Singapore', 'Central')"
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",2025-07-19,01:23:08,10.0.76.141,"('Netherlands', 'North Holland')"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,2025-09-14,16:52:36,185.220.100.106,"('Hong Kong', 'Hong Kong')"
ham,We still on for tonight?,2025-07-01,03:48:03,5.188.202.169,"('Indonesia', 'DKI Jakarta')"
ham,May i call You later Pls,2025-08-16,02:03:29,124.13.193.74,"('Singapore', 'Central')"
ham,Hasn't that been the pattern recently crap weekends?,2025-07-03,04:16:39,124.13.196.38,"('Indonesia', 'DKI Jakarta')"
ham,I have a sore throat. It's scratches when I talk,2025-08-13,04:59:26,124.13.243.123,"('Malaysia', 'Selangor')"
ham,Yes da. Any plm at ur office,2025-09-09,00:28:02,124.13.132.242,"('Indonesia', 'DKI Jakarta')"
ham,Are you not around or just still asleep? :V,2025-07-20,02:01:14,124.13.72.113,"('Malaysia', 'Selangor')"
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",2025-09-16,04:08:30,203.0.113.183,"('Indonesia', 'DKI Jakarta')"
ham,"Its good, we'll find a way",2025-08-07,05:15:52,124.13.173.95,"('Indonesia', 'DKI Jakarta')"
ham,Can not use foreign stamps in this country. Good lecture .,2025-08-06,01:20:30,124.13.177.216,"('Thailand', 'Bangkok')"
ham,Yup bathe liao...,2025-07-03,00:55:44,185.220.100.123,"('Indonesia', 'DKI Jakarta')"
ham,HAPPY NEW YEAR MY NO.1 MAN,2025-07-29,05:06:45,203.0.113.62,"('Singapore', 'Central')"
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",2025-07-16,00:10:26,172.16.233.22,"('Indonesia', 'DKI Jakarta')"
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,2025-09-29,05:43:28,203.0.113.251,"('Malaysia', 'Kuala Lumpur')"
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",2025-07-07,01:23:26,203.0.113.72,"('Germany', 'Hesse')"
ham,"No my blankets are sufficient, thx",2025-09-30,05:22:17,124.13.38.153,"('Singapore', 'Central')"
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",2025-09-11,05:53:39,124.13.114.149,"('Malaysia', 'Kuala Lumpur')"
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",2025-09-20,00:09:05,45.67.185.124,"('Indonesia', 'DKI Jakarta')"
ham,They just talking thats it de. They wont any other.,2025-07-23,00:04:17,10.0.176.158,"('Malaysia', 'Kuala Lumpur')"
ham,Today am going to college so am not able to atten the class.,2025-08-21,05:59:19,10.0.191.141,"('Malaysia', 'Selangor')"
ham,I'm in class. Will holla later,2025-07-17,04:19:31,192.168.251.211,"('United States', 'Virginia')"
ham,Easy ah?sen got selected means its good..,2025-09-24,04:59:22,203.0.113.111,"('Indonesia', 'DKI Jakarta')"
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,2025-08-20,04:33:17,10.0.208.24,"('Hong Kong', 'Hong Kong')"
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",2025-08-18,09:05:40,185.220.100.15,"('United States', 'Virginia')"
ham,"Come round, it's .",2025-09-05,03:43:28,203.0.113.60,"('Hong Kong', 'Hong Kong')"
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",2025-08-17,02:01:09,10.0.32.74,"('Thailand', 'Bangkok')"
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",2025-09-27,10:48:06,5.188.20.105,"('Netherlands', 'North Holland')"
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,2025-09-27,00:01:49,203.0.113.172,"('Indonesia', 'DKI Jakarta')"
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,2025-08-22,18:09:24,185.220.100.66,"('Germany', 'Hesse')"
ham,Are you available for soiree on June 3rd?,2025-07-10,01:03:31,192.168.163.129,"('Malaysia', 'Selangor')"
ham,Do u noe wat time e place dat sells 4d closes?,2025-09-09,03:16:19,172.16.68.192,"('Hong Kong', 'Hong Kong')"
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",2025-07-29,02:30:08,192.168.106.224,"('Malaysia', 'Kuala Lumpur')"
ham,Jay's getting really impatient and belligerent,2025-08-28,04:23:07,192.168.21.125,"('Malaysia', 'Selangor')"
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,2025-08-11,05:24:43,10.0.89.227,"('Singapore', 'Central')"
ham,I'm at work. Please call,2025-08-04,03:54:42,203.0.113.183,"('Malaysia', 'Selangor')"
ham,Then u drive lor.,2025-08-10,00:00:17,37.120.47.30,"('Malaysia', 'Kuala Lumpur')"
ham,Ard 515 like dat. Y?,2025-09-03,01:01:37,203.0.113.222,"('Malaysia', 'Kuala Lumpur')"
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,2025-08-29,04:16:03,192.168.188.7,"('Indonesia', 'DKI Jakarta')"
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,2025-08-03,09:35:54,198.51.100.57,"('Romania', 'Bucharest')"
ham,I'm working technical support :)voice process.networking field.,2025-08-11,04:16:26,203.0.113.220,"('Hong Kong', 'Hong Kong')"
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,2025-09-19,01:23:12,10.0.233.151,"('Indonesia', 'DKI Jakarta')"
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,2025-07-27,04:08:49,10.0.110.194,"('Singapore', 'Central')"
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,2025-07-10,13:17:06,37.120.215.245,"('Netherlands', 'North Holland')"
ham,"That's fine, I'll bitch at you about it later then",2025-08-31,05:14:40,124.13.173.230,"('Thailand', 'Bangkok')"
ham,No my mum went 2 dentist.,2025-07-29,03:32:26,192.168.61.232,"('United States', 'Virginia')"
ham,Once free call me sir. I am waiting for you.,2025-08-10,04:33:20,203.0.113.181,"('Singapore', 'Central')"
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,2025-09-01,02:39:00,192.168.145.55,"('Malaysia', 'Selangor')"
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,2025-09-15,15:32:55,45.67.239.20,"('Netherlands', 'North Holland')"
ham,Jus finish bathing...,2025-08-16,00:12:49,124.13.105.61,"('Malaysia', 'Selangor')"
ham,"alright, I'll make sure the car is back tonight",2025-09-25,00:04:46,124.13.58.198,"('Indonesia', 'DKI Jakarta')"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,2025-09-23,11:19:04,5.188.171.108,"('Netherlands', 'North Holland')"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,2025-08-02,16:45:21,45.67.32.46,"('Romania', 'Bucharest')"
