Category,Message,Sent_Time,Source_IP,Source_Location,Sent_Hour,IP_Frequency,Country_'Germany',Country_'Hong Kong',Country_'Indonesia',Country_'Malaysia',Country_'Netherlands',Country_'Romania',Country_'Singapore',Country_'Thailand',Country_'United States',State_'Bangkok',State_'Bucharest',State_'Central',State_'DKI Jakarta',State_'Hesse',State_'Hong Kong',State_'Kuala Lumpur',State_'North Holland',State_'Selangor',State_'Virginia'
0,I love to wine and dine my lady!,2025-10-27 11:18:50,124.13.64.26,"('Thailand', 'Bangkok')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,2025-10-27 01:07:44,5.188.163.198,"('United States', 'Virginia')",1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",2025-10-27 14:11:31,10.0.195.1,"('Indonesia', 'DKI Jakarta')",14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,I don know account details..i will ask my mom and send you.my mom is out of reach now.,2025-10-27 17:46:34,185.220.100.226,"('Malaysia', 'Selangor')",17,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,I think u have the wrong number.,2025-10-27 12:24:22,124.13.80.124,"('Singapore', 'Central')",12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),2025-10-27 17:03:34,203.0.113.176,"('Hong Kong', 'Hong Kong')",17,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,DO NOT B LATE LOVE MUM,2025-10-27 14:22:33,124.13.36.12,"('Malaysia', 'Kuala Lumpur')",14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Got it..mail panren paru..,2025-10-27 13:39:26,203.0.113.210,"('Singapore', 'Central')",13,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,2025-10-27 15:28:18,37.120.38.149,"('Malaysia', 'Kuala Lumpur')",15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Give one miss from that number please,2025-10-27 18:55:54,192.168.70.180,"('Singapore', 'Central')",18,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Jus came back fr lunch wif my sis only. U leh?,2025-10-27 14:35:33,45.67.84.161,"('Malaysia', 'Selangor')",14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,How is your schedule next week? I am out of town this weekend.,2025-10-27 11:08:22,124.13.240.203,"('Indonesia', 'DKI Jakarta')",11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Really good:)dhanush rocks once again:),2025-10-27 09:46:25,203.0.113.106,"('Malaysia', 'Selangor')",9,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,Lmao ok I wont be needing u to do my hair anymore.,2025-10-27 16:35:13,185.220.100.198,"('Thailand', 'Bangkok')",16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"Miss ya, need ya, want ya, love ya.",2025-10-27 16:39:39,192.168.215.169,"('Thailand', 'Bangkok')",16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sorry i'm not free...,2025-10-27 16:43:00,192.168.19.55,"('Indonesia', 'DKI Jakarta')",16,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,2025-10-27 11:54:33,10.0.14.167,"('Thailand', 'Bangkok')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Nt yet chikku..simple habba..hw abt u?,2025-10-27 11:01:17,192.168.61.106,"('Singapore', 'Central')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",2025-10-27 18:35:29,172.16.90.61,"('Indonesia', 'DKI Jakarta')",18,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,2025-10-27 15:29:38,124.13.222.211,"('Malaysia', 'Selangor')",15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,2025-10-27 11:17:27,203.0.113.8,"('Malaysia', 'Kuala Lumpur')",11,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,2025-10-27 02:37:34,185.220.100.21,"('United States', 'Virginia')",2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,2025-10-27 11:12:35,10.0.213.157,"('Indonesia', 'DKI Jakarta')",11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,2025-10-27 02:54:59,185.220.100.111,"('Romania', 'Bucharest')",2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"K, want us to come by now?",2025-10-27 10:20:56,172.16.224.129,"('Malaysia', 'Selangor')",10,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,How. Its a little difficult but its a simple way to enter this place,2025-10-27 15:31:17,124.13.72.109,"('Singapore', 'Central')",15,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,2025-10-27 10:33:38,37.120.226.97,"('Malaysia', 'Kuala Lumpur')",10,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Dont show yourself. How far. Put new pictures up on facebook.,2025-10-27 13:12:17,172.16.24.175,"('Malaysia', 'Kuala Lumpur')",13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Watching tv now. I got new job :),2025-10-27 18:22:19,5.188.227.215,"('Thailand', 'Bangkok')",18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",2025-10-27 10:51:51,203.0.113.209,"('Malaysia', 'Kuala Lumpur')",10,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,"I'm not coming over, do whatever you want",2025-10-27 11:31:50,172.16.135.221,"('Malaysia', 'Selangor')",11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,"Its ok chikku, and its my 1 of favourite song..:-)",2025-10-27 10:05:21,172.16.85.134,"('Indonesia', 'DKI Jakarta')",10,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Did u see what I posted on your Facebook?,2025-10-27 14:25:46,10.0.212.248,"('Malaysia', 'Selangor')",14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,Call FREEPHONE 0800 542 0578 now!,2025-10-27 01:39:17,185.220.100.205,"('United States', 'Virginia')",1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,2025-10-27 05:51:05,185.220.100.121,"('Hong Kong', 'Hong Kong')",5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",2025-10-27 13:08:59,10.0.132.238,"('Malaysia', 'Selangor')",13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",2025-10-27 04:52:23,198.51.100.74,"('Netherlands', 'North Holland')",4,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,2025-10-27 00:27:37,198.51.100.252,"('Netherlands', 'North Holland')",0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,";-( oh well, c u later",2025-10-27 11:13:43,5.188.144.183,"('Malaysia', 'Kuala Lumpur')",11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,My uncles in Atlanta. Wish you guys a great semester.,2025-10-27 18:56:48,172.16.97.36,"('Singapore', 'Central')",18,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,No dear i do have free messages without any recharge. Hi hi hi,2025-10-27 17:15:20,10.0.52.24,"('Malaysia', 'Kuala Lumpur')",17,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",2025-10-27 14:26:06,203.0.113.8,"('Malaysia', 'Kuala Lumpur')",14,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,I dun believe u. I thk u told him.,2025-10-27 10:08:59,203.0.113.195,"('Malaysia', 'Kuala Lumpur')",10,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",2025-10-27 14:27:08,124.13.96.97,"('Malaysia', 'Selangor')",14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,Yes:)sura in sun tv.:)lol.,2025-10-27 09:39:14,172.16.202.202,"('Malaysia', 'Kuala Lumpur')",9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Arun can u transfr me d amt,2025-10-27 13:07:06,203.0.113.22,"('Indonesia', 'DKI Jakarta')",13,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Takin a shower now but yeah I'll leave when I'm done,2025-10-27 16:54:16,172.16.128.55,"('Thailand', 'Bangkok')",16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,2025-10-27 12:13:57,192.168.65.92,"('Indonesia', 'DKI Jakarta')",12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,2025-10-27 12:04:08,192.168.45.111,"('Singapore', 'Central')",12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",2025-10-27 00:50:29,37.120.129.164,"('United States', 'Virginia')",0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,You bad girl. I can still remember them,2025-10-27 14:46:31,172.16.198.52,"('Romania', 'Bucharest')",14,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,How much i gave to you. Morning.,2025-10-27 12:09:04,172.16.185.205,"('Singapore', 'Central')",12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",2025-10-27 11:50:08,10.0.162.117,"('Thailand', 'Bangkok')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",2025-10-27 12:14:23,172.16.139.107,"('Indonesia', 'DKI Jakarta')",12,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Can i get your opinion on something first?,2025-10-27 09:57:44,185.220.100.35,"('Malaysia', 'Selangor')",9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,That one week leave i put know that time. Why.,2025-10-27 09:11:26,10.0.45.142,"('Thailand', 'Bangkok')",9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"If we hit it off, you can move in with me :)",2025-10-27 12:32:47,203.0.113.30,"('Malaysia', 'Kuala Lumpur')",12,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,2025-10-27 16:25:47,172.16.168.214,"('Singapore', 'Central')",16,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,I wanna watch that movie,2025-10-27 09:37:14,192.168.21.249,"('Singapore', 'Central')",9,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Ok lor thanx... Ü in school?,2025-10-27 18:28:37,172.16.135.86,"('Thailand', 'Bangkok')",18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,I'm in class. Did you get my text.,2025-10-27 18:31:58,172.16.245.178,"('Singapore', 'Central')",18,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,The bus leaves at  &lt;#&gt;,2025-10-27 18:53:59,192.168.90.72,"('Singapore', 'Central')",18,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,God bless.get good sleep my dear...i will pray!,2025-10-27 17:35:21,10.0.208.98,"('Malaysia', 'Selangor')",17,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,2025-10-27 05:51:48,198.51.100.254,"('Hong Kong', 'Hong Kong')",5,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,Do have a nice day today. I love you so dearly.,2025-10-27 11:30:48,192.168.236.174,"('Indonesia', 'DKI Jakarta')",11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,2025-10-27 11:20:02,172.16.29.110,"('Hong Kong', 'Hong Kong')",11,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,"Aight, I'll ask a few of my roommates",2025-10-27 12:05:07,124.13.170.83,"('Thailand', 'Bangkok')",12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,"Now, whats your house # again ? And do you have any beer there ?",2025-10-27 12:03:41,172.16.137.195,"('Malaysia', 'Kuala Lumpur')",12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,2025-10-27 15:25:08,203.0.113.210,"('Indonesia', 'DKI Jakarta')",15,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,2025-10-27 16:18:06,172.16.254.49,"('Indonesia', 'DKI Jakarta')",16,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Yes we are chatting too.,2025-10-27 17:41:31,10.0.8.114,"('Indonesia', 'DKI Jakarta')",17,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,2025-10-27 17:37:18,45.67.35.224,"('Singapore', 'Central')",17,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sian... Aft meeting supervisor got work 2 do liao... U working now?,2025-10-27 09:10:04,172.16.41.249,"('Malaysia', 'Kuala Lumpur')",9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Are you going to write ccna exam this week??,2025-10-27 14:31:14,172.16.162.73,"('Thailand', 'Bangkok')",14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Well i will watch shrek in 3D!!B),2025-10-27 09:38:11,192.168.104.251,"('Malaysia', 'Kuala Lumpur')",9,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Am i that much dirty fellow?,2025-10-27 16:20:02,192.168.74.124,"('Thailand', 'Bangkok')",16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Dunno dat's wat he told me. Ok lor...,2025-10-27 12:29:53,172.16.196.34,"('Singapore', 'Central')",12,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,I'll probably be by tomorrow (or even later tonight if something's going on),2025-10-27 14:54:38,172.16.207.26,"('Thailand', 'Bangkok')",14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,2025-10-27 09:40:36,172.16.193.107,"('Thailand', 'Bangkok')",9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,If you're thinking of lifting me one then no.,2025-10-27 16:48:22,192.168.244.205,"('Malaysia', 'Selangor')",16,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,2025-10-27 12:33:13,203.0.113.228,"('Singapore', 'Central')",12,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Sent me ur email id soon,2025-10-27 11:55:24,10.0.40.177,"('Thailand', 'Bangkok')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,2025-10-27 13:34:24,172.16.183.107,"('Hong Kong', 'Hong Kong')",13,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",2025-10-27 16:33:04,192.168.72.22,"('Thailand', 'Bangkok')",16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,2025-10-27 10:45:26,185.220.100.64,"('Singapore', 'Central')",10,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,May i call You later Pls,2025-10-27 13:01:02,192.168.37.177,"('Malaysia', 'Kuala Lumpur')",13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",2025-10-27 05:16:55,5.188.154.203,"('Romania', 'Bucharest')",5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,That's the way you should stay oh.,2025-10-27 15:29:23,172.16.80.68,"('Malaysia', 'Kuala Lumpur')",15,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,Hello- thanx for taking that call. I got a job! Starts on monday!,2025-10-27 11:13:00,192.168.42.11,"('Malaysia', 'Kuala Lumpur')",11,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,What time is ur flight tmr?,2025-10-27 11:39:51,124.13.63.62,"('Singapore', 'Central')",11,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
